SalesOrderNumber_CY,OrderDate,SalesPerson,SalesRegion,SalesProvince,SalesCity,SalesPostalCode,CustomerCode,CustomerName,CustomerRegion,CustomerProvince,CustomerCity,CustomerPostalCode,ProductCategory,ProductSubCategory,ProductName,ProductCode,UnitCost_CY,UnitPrice_CY,UnitPriceDiscount_CY,OrderQty_CY,UnitFreightCost_CY,ActualSales_CY,COGS_CY,FrontMargin_CY,GrossMargin_CY,IsPromo_CY,SalesOrderNumber_LY,UnitCost_LY,UnitPrice_LY,UnitPriceDiscount_LY,OrderQty_LY,UnitFreightCost_LY,ActualSales_LY,COGS_LY,FrontMargin_LY,GrossMargin_LY,IsPromo_LY
SO59071,2007-12-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029715,Excellent Riding Supplies,United States,Tennessee,Memphis,38103,Bikes,Road Bikes,"Road-550-W Yellow, 40",BK-R64Y-40,713.0798,1120.49,0.0,6.0,58.1316,6722.9400000000005,4278.4788,2444.4612000000006,2095.6716000000006,0.0,SO48393,713.0798,1120.49,0.0,4.0,77.5444,4481.96,2852.3192,1629.6408000000001,1319.4632000000001,0.0
SO59071,2007-12-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029715,Excellent Riding Supplies,United States,Tennessee,Memphis,38103,Bikes,Road Bikes,"Road-550-W Yellow, 42",BK-R64Y-42,713.0798,1120.49,0.0,3.0,58.1316,3361.4700000000003,2139.2394,1222.2306000000003,1047.8358000000003,0.0,SO48393,713.0798,1120.49,0.0,2.0,77.5444,2240.98,1426.1596,814.8204000000001,659.7316000000001,0.0
SO59071,2007-12-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029715,Excellent Riding Supplies,United States,Tennessee,Memphis,38103,Bikes,Road Bikes,"Road-250 Black, 58",BK-R89B-58,1554.9479,2443.35,0.0,3.0,58.1316,7330.049999999999,4664.843699999999,2665.2063,2490.8115,0.0,SO48393,1554.9479,2443.35,0.0,4.0,77.5444,9773.4,6219.7916,3553.6084,3243.4308,0.0
SO59076,2007-12-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029678,Superlative Bikes,United States,Florida,Miami,33127,Bikes,Mountain Bikes,"Mountain-200 Black, 38",BK-M68B-38,1251.9813,2294.99,0.0,1.0,25.8712,2294.99,1251.9813,1043.0086999999999,1017.1374999999998,0.0,SO48398,1251.9813,2294.99,0.0,2.0,37.0895,4589.98,2503.9626,2086.0173999999997,2011.8383999999996,0.0
SO59076,2007-12-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029678,Superlative Bikes,United States,Florida,Miami,33127,Bikes,Mountain Bikes,"Mountain-200 Black, 42",BK-M68B-42,1251.9813,2294.99,0.0,2.0,25.8712,4589.98,2503.9626,2086.0173999999997,2034.2749999999996,0.0,SO48398,1251.9813,2294.99,0.0,1.0,37.0895,2294.99,1251.9813,1043.0086999999999,1005.9191999999998,0.0
SO61173,2008-01-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029825,Better Bike Shop,United States,Georgia,Austell,30106,Bikes,Mountain Bikes,"Mountain-200 Black, 38",BK-M68B-38,1251.9813,2294.99,0.0,2.0,24.8941,4589.98,2503.9626,2086.0173999999997,2036.2291999999998,0.0,SO48730,1251.9813,2294.99,0.0,3.0,48.9851,6884.969999999999,3755.9438999999998,3129.0260999999996,2982.0707999999995,0.0
SO61173,2008-01-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029825,Better Bike Shop,United States,Georgia,Austell,30106,Bikes,Mountain Bikes,"Mountain-200 Black, 46",BK-M68B-46,1251.9813,2294.99,0.0,4.0,24.8941,9179.96,5007.9252,4172.034799999999,4072.4583999999995,0.0,SO48730,1251.9813,2294.99,0.0,3.0,48.9851,6884.969999999999,3755.9438999999998,3129.0260999999996,2982.0707999999995,0.0
SO61173,2008-01-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029825,Better Bike Shop,United States,Georgia,Austell,30106,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",BK-M68S-42,1265.6195,2319.99,0.0,1.0,24.8941,2319.99,1265.6195,1054.3704999999998,1029.4763999999998,0.0,SO48730,1265.6195,2319.99,0.0,2.0,48.9851,4639.98,2531.239,2108.7409999999995,2010.7707999999996,0.0
SO61173,2008-01-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029825,Better Bike Shop,United States,Georgia,Austell,30106,Components,Handlebars,ML Mountain Handlebars,HB-M763,27.4925,61.92,0.0,2.0,24.8941,123.84,54.985,68.855,19.0668,0.0,SO48730,27.4925,61.92,0.0,1.0,48.9851,61.92,27.4925,34.4275,-14.5576,0.0
SO61173,2008-01-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029825,Better Bike Shop,United States,Georgia,Austell,30106,Clothing,Caps,AWC Logo Cap,CA-1098,6.9223,8.99,0.0,2.0,24.8941,17.98,13.8446,4.135400000000001,-45.6528,0.0,SO48730,6.9223,8.99,0.0,3.0,48.9851,26.97,20.7669,6.203099999999999,-140.75220000000002,0.0
SO61173,2008-01-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029825,Better Bike Shop,United States,Georgia,Austell,30106,Accessories,Helmets,"Sport-100 Helmet, Blue",HL-U509-B,13.0863,34.99,0.0,1.0,24.8941,34.99,13.0863,21.9037,-2.990400000000001,0.0,SO48730,13.0863,34.99,0.0,2.0,48.9851,69.98,26.1726,43.8074,-54.162800000000004,0.0
SO61173,2008-01-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029825,Better Bike Shop,United States,Georgia,Austell,30106,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",LJ-0192-L,38.4923,49.99,0.0,4.0,24.8941,199.96,153.9692,45.99080000000001,-53.5856,0.0,SO48730,38.4923,49.99,0.0,5.0,48.9851,249.95000000000002,192.4615,57.488500000000016,-187.43699999999998,0.0
SO61173,2008-01-01,Tsvi Reiter,United States,Tennessee,Memphis,38103,AW00029825,Better Bike Shop,United States,Georgia,Austell,30106,Bikes,Mountain Bikes,"Mountain-200 Black, 42",BK-M68B-42,1251.9813,2294.99,0.0,4.0,24.8941,9179.96,5007.9252,4172.034799999999,4072.4583999999995,0.0,SO48730,1251.9813,2294.99,0.0,3.0,48.9851,6884.969999999999,3755.9438999999998,3129.0260999999996,2982.0707999999995,0.0
SO61181,2008-01-01,Jillian Carson,United States,Minnesota,Duluth,55802,AW00030065,Immediate Repair Shop,United States,Connecticut,Stamford,6901,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",BK-M68S-42,1265.6195,2319.99,0.0,2.0,39.7444,4639.98,2531.239,2108.7409999999995,2029.2521999999994,0.0,SO48753,1265.6195,2319.99,0.0,4.0,70.0395,9279.96,5062.478,4217.481999999999,3937.323999999999,0.0
SO61181,2008-01-01,Jillian Carson,United States,Minnesota,Duluth,55802,AW00030065,Immediate Repair Shop,United States,Connecticut,Stamford,6901,Components,Handlebars,ML Mountain Handlebars,HB-M763,27.4925,61.92,0.0,2.0,39.7444,123.84,54.985,68.855,-10.633799999999994,0.0,SO48753,27.4925,61.92,0.0,5.0,70.0395,309.6,137.4625,172.13750000000002,-178.05999999999997,0.0
SO61181,2008-01-01,Jillian Carson,United States,Minnesota,Duluth,55802,AW00030065,Immediate Repair Shop,United States,Connecticut,Stamford,6901,Bikes,Mountain Bikes,"Mountain-200 Black, 46",BK-M68B-46,1251.9813,2294.99,0.0,1.0,39.7444,2294.99,1251.9813,1043.0086999999999,1003.2642999999998,0.0,SO48753,1251.9813,2294.99,0.0,3.0,70.0395,6884.969999999999,3755.9438999999998,3129.0260999999996,2918.9075999999995,0.0
SO61181,2008-01-01,Jillian Carson,United States,Minnesota,Duluth,55802,AW00030065,Immediate Repair Shop,United States,Connecticut,Stamford,6901,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",BK-M68S-46,1265.6195,2319.99,0.0,4.0,39.7444,9279.96,5062.478,4217.481999999999,4058.504399999999,0.0,SO48753,1265.6195,2319.99,0.0,6.0,70.0395,13919.939999999999,7593.717000000001,6326.222999999998,5905.985999999998,0.0
SO61182,2008-01-01,David Campbell,United States,Washington,Bellevue,98004,AW00029580,Latest Sports Equipment,United States,Washington,Seattle,98104,Bikes,Mountain Bikes,"Mountain-200 Black, 42",BK-M68B-42,1251.9813,2294.99,0.0,6.0,50.9375,13769.939999999999,7511.8877999999995,6258.052199999999,5952.427199999999,0.0,SO48757,1251.9813,2294.99,0.0,4.0,95.7901,9179.96,5007.9252,4172.034799999999,3788.8743999999997,0.0
SO61182,2008-01-01,David Campbell,United States,Washington,Bellevue,98004,AW00029580,Latest Sports Equipment,United States,Washington,Seattle,98104,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",LJ-0192-L,38.4923,49.99,0.0,2.0,50.9375,99.98,76.9846,22.995400000000004,-78.8796,0.0,SO48757,38.4923,49.99,0.0,4.0,95.7901,199.96,153.9692,45.99080000000001,-337.16959999999995,0.0
SO61182,2008-01-01,David Campbell,United States,Washington,Bellevue,98004,AW00029580,Latest Sports Equipment,United States,Washington,Seattle,98104,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",BK-M68S-38,1265.6195,2319.99,0.0,7.0,50.9375,16239.929999999998,8859.3365,7380.593499999999,7024.030999999999,0.0,SO48757,1265.6195,2319.99,0.0,10.0,95.7901,23199.899999999998,12656.195,10543.704999999998,9585.803999999998,0.0
SO61182,2008-01-01,David Campbell,United States,Washington,Bellevue,98004,AW00029580,Latest Sports Equipment,United States,Washington,Seattle,98104,Clothing,Caps,AWC Logo Cap,CA-1098,6.9223,8.99,0.0,3.0,50.9375,26.97,20.7669,6.203099999999999,-146.6094,0.0,SO48757,6.9223,8.99,0.0,3.0,95.7901,26.97,20.7669,6.203099999999999,-281.1672,0.0
SO61182,2008-01-01,David Campbell,United States,Washington,Bellevue,98004,AW00029580,Latest Sports Equipment,United States,Washington,Seattle,98104,Bikes,Mountain Bikes,"Mountain-200 Black, 46",BK-M68B-46,1251.9813,2294.99,0.0,6.0,50.9375,13769.939999999999,7511.8877999999995,6258.052199999999,5952.427199999999,0.0,SO48757,1251.9813,2294.99,0.0,10.0,95.7901,22949.899999999998,12519.812999999998,10430.087,9472.186,0.0
SO61182,2008-01-01,David Campbell,United States,Washington,Bellevue,98004,AW00029580,Latest Sports Equipment,United States,Washington,Seattle,98104,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",BK-M68S-42,1265.6195,2319.99,0.0,3.0,50.9375,6959.969999999999,3796.8585000000003,3163.111499999999,3010.298999999999,0.0,SO48757,1265.6195,2319.99,0.0,7.0,95.7901,16239.929999999998,8859.3365,7380.593499999999,6710.062799999999,0.0
SO61182,2008-01-01,David Campbell,United States,Washington,Bellevue,98004,AW00029580,Latest Sports Equipment,United States,Washington,Seattle,98104,Bikes,Mountain Bikes,"Mountain-200 Black, 38",BK-M68B-38,1251.9813,2294.99,0.0,5.0,50.9375,11474.949999999999,6259.906499999999,5215.0435,4960.356,0.0,SO48757,1251.9813,2294.99,0.0,3.0,95.7901,6884.969999999999,3755.9438999999998,3129.0260999999996,2841.6557999999995,0.0
SO61189,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029827,First Bike Store,United States,Missouri,Odessa,64076,Bikes,Road Bikes,"Road-250 Black, 44",BK-R89B-44,1554.9479,2443.35,0.0,4.0,71.4076,9773.4,6219.7916,3553.6084,3267.978,0.0,SO48735,1554.9479,2443.35,0.0,1.0,92.3897,2443.35,1554.9479,888.4021,796.0124000000001,0.0
SO61189,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029827,First Bike Store,United States,Missouri,Odessa,64076,Bikes,Road Bikes,"Road-550-W Yellow, 44",BK-R64Y-44,713.0798,1120.49,0.0,2.0,71.4076,2240.98,1426.1596,814.8204000000001,672.0052000000001,0.0,SO48735,713.0798,1120.49,0.0,6.0,92.3897,6722.9400000000005,4278.4788,2444.4612000000006,1890.1230000000005,0.0
SO61189,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029827,First Bike Store,United States,Missouri,Odessa,64076,Bikes,Road Bikes,"Road-250 Black, 52",BK-R89B-52,1554.9479,2443.35,0.0,3.0,71.4076,7330.049999999999,4664.843699999999,2665.2063,2450.9835,0.0,SO48735,1554.9479,2443.35,0.0,7.0,92.3897,17103.45,10884.6353,6218.814700000001,5572.086800000001,0.0
SO61189,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029827,First Bike Store,United States,Missouri,Odessa,64076,Accessories,Helmets,"Sport-100 Helmet, Black",HL-U509,13.0863,34.99,0.0,3.0,71.4076,104.97,39.2589,65.7111,-148.51170000000002,0.0,SO48735,13.0863,34.99,0.0,2.0,92.3897,69.98,26.1726,43.8074,-140.972,0.0
SO61189,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029827,First Bike Store,United States,Missouri,Odessa,64076,Bikes,Road Bikes,"Road-250 Black, 48",BK-R89B-48,1554.9479,2443.35,0.0,3.0,71.4076,7330.049999999999,4664.843699999999,2665.2063,2450.9835,0.0,SO48735,1554.9479,2443.35,0.0,5.0,92.3897,12216.75,7774.7395,4442.0105,3980.0620000000004,0.0
SO61189,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029827,First Bike Store,United States,Missouri,Odessa,64076,Accessories,Helmets,"Sport-100 Helmet, Blue",HL-U509-B,13.0863,34.99,0.0,1.0,71.4076,34.99,13.0863,21.9037,-49.5039,0.0,SO48735,13.0863,34.99,0.0,6.0,92.3897,209.94,78.5178,131.4222,-422.91600000000005,0.0
SO61189,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029827,First Bike Store,United States,Missouri,Odessa,64076,Bikes,Road Bikes,"Road-550-W Yellow, 40",BK-R64Y-40,713.0798,1120.49,0.0,8.0,71.4076,8963.92,5704.6384,3259.2816000000003,2688.0208000000002,0.0,SO48735,713.0798,1120.49,0.0,3.0,92.3897,3361.4700000000003,2139.2394,1222.2306000000003,945.0615000000003,0.0
SO61189,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029827,First Bike Store,United States,Missouri,Odessa,64076,Bikes,Road Bikes,"Road-550-W Yellow, 48",BK-R64Y-48,713.0798,1120.49,0.0,5.0,71.4076,5602.45,3565.399,2037.051,1680.013,0.0,SO48735,713.0798,1120.49,0.0,3.0,92.3897,3361.4700000000003,2139.2394,1222.2306000000003,945.0615000000003,0.0
SO61189,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029827,First Bike Store,United States,Missouri,Odessa,64076,Bikes,Road Bikes,"Road-550-W Yellow, 42",BK-R64Y-42,713.0798,1120.49,0.0,5.0,71.4076,5602.45,3565.399,2037.051,1680.013,0.0,SO48735,713.0798,1120.49,0.0,6.0,92.3897,6722.9400000000005,4278.4788,2444.4612000000006,1890.1230000000005,0.0
SO61189,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029827,First Bike Store,United States,Missouri,Odessa,64076,Bikes,Road Bikes,"Road-250 Red, 58",BK-R89R-58,1554.9479,2443.35,0.0,2.0,71.4076,4886.7,3109.8958,1776.8042,1633.989,0.0,SO48735,1554.9479,2443.35,0.0,2.0,92.3897,4886.7,3109.8958,1776.8042,1592.0248000000001,0.0
SO61189,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029827,First Bike Store,United States,Missouri,Odessa,64076,Bikes,Road Bikes,"Road-250 Black, 58",BK-R89B-58,1554.9479,2443.35,0.0,2.0,71.4076,4886.7,3109.8958,1776.8042,1633.989,0.0,SO48735,1554.9479,2443.35,0.0,3.0,92.3897,7330.049999999999,4664.843699999999,2665.2063,2388.0371999999998,0.0
SO61189,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029827,First Bike Store,United States,Missouri,Odessa,64076,Bikes,Road Bikes,"Road-550-W Yellow, 38",BK-R64Y-38,713.0798,1120.49,0.0,3.0,71.4076,3361.4700000000003,2139.2394,1222.2306000000003,1008.0078000000003,0.0,SO48735,713.0798,1120.49,0.0,2.0,92.3897,2240.98,1426.1596,814.8204000000001,630.041,0.0
SO61192,2008-01-01,Jillian Carson,United States,Minnesota,Duluth,55802,AW00030096,Classic Cycle Store,United States,Connecticut,Milford,6460,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",BK-M68S-46,1265.6195,2319.99,0.0,2.0,83.5196,4639.98,2531.239,2108.7409999999995,1941.7017999999996,0.0,SO48739,1265.6195,2319.99,0.0,4.0,44.0658,9279.96,5062.478,4217.481999999999,4041.218799999999,0.0
SO61193,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029772,Modular Cycle Systems,United States,Texas,Austin,78701,Bikes,Road Bikes,"Road-550-W Yellow, 40",BK-R64Y-40,713.0798,1120.49,0.0,2.0,84.2684,2240.98,1426.1596,814.8204000000001,646.2836000000001,0.0,SO48740,713.0798,1120.49,0.0,3.0,97.0375,3361.4700000000003,2139.2394,1222.2306000000003,931.1181000000004,0.0
SO61193,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029772,Modular Cycle Systems,United States,Texas,Austin,78701,Bikes,Road Bikes,"Road-250 Black, 48",BK-R89B-48,1554.9479,2443.35,0.0,4.0,84.2684,9773.4,6219.7916,3553.6084,3216.5348,0.0,SO48740,1554.9479,2443.35,0.0,7.0,97.0375,17103.45,10884.6353,6218.814700000001,5539.552200000001,0.0
SO61193,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029772,Modular Cycle Systems,United States,Texas,Austin,78701,Bikes,Road Bikes,"Road-250 Black, 58",BK-R89B-58,1554.9479,2443.35,0.0,6.0,84.2684,14660.099999999999,9329.687399999999,5330.4126,4824.8022,0.0,SO48740,1554.9479,2443.35,0.0,5.0,97.0375,12216.75,7774.7395,4442.0105,3956.8230000000003,0.0
SO61193,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029772,Modular Cycle Systems,United States,Texas,Austin,78701,Bikes,Road Bikes,"Road-250 Red, 58",BK-R89R-58,1554.9479,2443.35,0.0,5.0,84.2684,12216.75,7774.7395,4442.0105,4020.6685,0.0,SO48740,1554.9479,2443.35,0.0,2.0,97.0375,4886.7,3109.8958,1776.8042,1582.7292,0.0
SO61193,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029772,Modular Cycle Systems,United States,Texas,Austin,78701,Bikes,Road Bikes,"Road-550-W Yellow, 44",BK-R64Y-44,713.0798,1120.49,0.0,3.0,84.2684,3361.4700000000003,2139.2394,1222.2306000000003,969.4254000000003,0.0,SO48740,713.0798,1120.49,0.0,1.0,97.0375,1120.49,713.0798,407.41020000000003,310.3727,0.0
SO61193,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029772,Modular Cycle Systems,United States,Texas,Austin,78701,Bikes,Road Bikes,"Road-250 Black, 44",BK-R89B-44,1554.9479,2443.35,0.0,3.0,84.2684,7330.049999999999,4664.843699999999,2665.2063,2412.4011,0.0,SO48740,1554.9479,2443.35,0.0,5.0,97.0375,12216.75,7774.7395,4442.0105,3956.8230000000003,0.0
SO61193,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029772,Modular Cycle Systems,United States,Texas,Austin,78701,Bikes,Road Bikes,"Road-550-W Yellow, 38",BK-R64Y-38,713.0798,1120.49,0.0,5.0,84.2684,5602.45,3565.399,2037.051,1615.7089999999998,0.0,SO48740,713.0798,1120.49,0.0,1.0,97.0375,1120.49,713.0798,407.41020000000003,310.3727,0.0
SO61193,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029772,Modular Cycle Systems,United States,Texas,Austin,78701,Bikes,Road Bikes,"Road-550-W Yellow, 42",BK-R64Y-42,713.0798,1120.49,0.0,2.0,84.2684,2240.98,1426.1596,814.8204000000001,646.2836000000001,0.0,SO48740,713.0798,1120.49,0.0,3.0,97.0375,3361.4700000000003,2139.2394,1222.2306000000003,931.1181000000004,0.0
SO61193,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029772,Modular Cycle Systems,United States,Texas,Austin,78701,Bikes,Road Bikes,"Road-250 Black, 52",BK-R89B-52,1554.9479,2443.35,0.0,6.0,84.2684,14660.099999999999,9329.687399999999,5330.4126,4824.8022,0.0,SO48740,1554.9479,2443.35,0.0,5.0,97.0375,12216.75,7774.7395,4442.0105,3956.8230000000003,0.0
SO61195,2008-01-01,David Campbell,United States,Washington,Bellevue,98004,AW00029689,Friendly Bike Shop,United States,Washington,Bellingham,98225,Bikes,Road Bikes,"Road-250 Black, 44",BK-R89B-44,1554.9479,2443.35,0.0,8.0,41.6827,19546.8,12439.5832,7107.2168,6773.7552000000005,0.0,SO48741,1554.9479,2443.35,0.0,5.0,52.9488,12216.75,7774.7395,4442.0105,4177.266500000001,0.0
SO61195,2008-01-01,David Campbell,United States,Washington,Bellevue,98004,AW00029689,Friendly Bike Shop,United States,Washington,Bellingham,98225,Bikes,Road Bikes,"Road-550-W Yellow, 48",BK-R64Y-48,713.0798,1120.49,0.0,1.0,41.6827,1120.49,713.0798,407.41020000000003,365.7275,0.0,SO48741,713.0798,1120.49,0.0,5.0,52.9488,5602.45,3565.399,2037.051,1772.307,0.0
SO61195,2008-01-01,David Campbell,United States,Washington,Bellevue,98004,AW00029689,Friendly Bike Shop,United States,Washington,Bellingham,98225,Components,Road Frames,"LL Road Frame - Black, 52",FR-R38B-52,204.6251,337.22,0.0,4.0,41.6827,1348.88,818.5004,530.3796000000001,363.6488000000001,0.0,SO48741,204.6251,337.22,0.0,2.0,52.9488,674.44,409.2502,265.18980000000005,159.29220000000004,0.0
SO61195,2008-01-01,David Campbell,United States,Washington,Bellevue,98004,AW00029689,Friendly Bike Shop,United States,Washington,Bellingham,98225,Clothing,Gloves,"Half-Finger Gloves, S",GL-H102-S,9.1593,24.49,0.0,2.0,41.6827,48.98,18.3186,30.661399999999997,-52.70399999999999,0.0,SO48741,9.1593,24.49,0.0,3.0,52.9488,73.47,27.477899999999998,45.9921,-112.8543,0.0
SO61195,2008-01-01,David Campbell,United States,Washington,Bellevue,98004,AW00029689,Friendly Bike Shop,United States,Washington,Bellingham,98225,Bikes,Road Bikes,"Road-550-W Yellow, 38",BK-R64Y-38,713.0798,1120.49,0.0,4.0,41.6827,4481.96,2852.3192,1629.6408000000001,1462.91,0.0,SO48741,713.0798,1120.49,0.0,4.0,52.9488,4481.96,2852.3192,1629.6408000000001,1417.8456,0.0
SO61195,2008-01-01,David Campbell,United States,Washington,Bellevue,98004,AW00029689,Friendly Bike Shop,United States,Washington,Bellingham,98225,Components,Road Frames,"ML Road Frame-W - Yellow, 44",FR-R72Y-44,360.9428,594.83,0.0,6.0,41.6827,3568.9800000000005,2165.6567999999997,1403.3232000000007,1153.2270000000008,0.0,SO48741,360.9428,594.83,0.0,5.0,52.9488,2974.15,1804.714,1169.4360000000001,904.6920000000002,0.0
SO61199,2008-01-01,Pamela Ansman-Wolfe,United States,Oregon,Portland,97205,AW00029497,Great Bikes ,United States,Wyoming,Casper,82601,Bikes,Mountain Bikes,"Mountain-200 Black, 38",BK-M68B-38,1251.9813,2294.99,0.0,4.0,79.6962,9179.96,5007.9252,4172.034799999999,3853.2499999999995,0.0,SO48746,1251.9813,2294.99,0.0,8.0,108.0732,18359.92,10015.8504,8344.069599999999,7479.483999999999,0.0
SO61199,2008-01-01,Pamela Ansman-Wolfe,United States,Oregon,Portland,97205,AW00029497,Great Bikes ,United States,Wyoming,Casper,82601,Bikes,Mountain Bikes,"Mountain-200 Black, 46",BK-M68B-46,1251.9813,2294.99,0.02,11.0,79.6962,24739.992199999997,13771.7943,10968.197899999997,10091.539699999998,1.0,SO48746,1251.9813,2294.99,0.0,3.0,108.0732,6884.969999999999,3755.9438999999998,3129.0260999999996,2804.8064999999997,0.0
SO61199,2008-01-01,Pamela Ansman-Wolfe,United States,Oregon,Portland,97205,AW00029497,Great Bikes ,United States,Wyoming,Casper,82601,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",BK-M68S-46,1265.6195,2319.99,0.0,6.0,79.6962,13919.939999999999,7593.717000000001,6326.222999999998,5848.045799999998,0.0,SO48746,1265.6195,2319.99,0.0,8.0,108.0732,18559.92,10124.956,8434.963999999998,7570.378399999998,0.0
SO61199,2008-01-01,Pamela Ansman-Wolfe,United States,Oregon,Portland,97205,AW00029497,Great Bikes ,United States,Wyoming,Casper,82601,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",BK-M68S-38,1265.6195,2319.99,0.0,1.0,79.6962,2319.99,1265.6195,1054.3704999999998,974.6742999999998,0.0,SO48746,1265.6195,2319.99,0.0,7.0,108.0732,16239.929999999998,8859.3365,7380.593499999999,6624.081099999999,0.0
SO61199,2008-01-01,Pamela Ansman-Wolfe,United States,Oregon,Portland,97205,AW00029497,Great Bikes ,United States,Wyoming,Casper,82601,Bikes,Mountain Bikes,"Mountain-200 Black, 42",BK-M68B-42,1251.9813,2294.99,0.02,12.0,79.6962,26989.082399999996,15023.775599999999,11965.306799999997,11008.952399999996,1.0,SO48746,1251.9813,2294.99,0.0,8.0,108.0732,18359.92,10015.8504,8344.069599999999,7479.483999999999,0.0
SO61199,2008-01-01,Pamela Ansman-Wolfe,United States,Oregon,Portland,97205,AW00029497,Great Bikes ,United States,Wyoming,Casper,82601,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",BK-M68S-42,1265.6195,2319.99,0.0,2.0,79.6962,4639.98,2531.239,2108.7409999999995,1949.3485999999996,0.0,SO48746,1265.6195,2319.99,0.02,11.0,108.0732,25009.492199999997,13921.8145,11087.677699999997,9898.872499999996,1.0
SO61201,2008-01-01,Michael Blythe,United States,Michigan,Detroit,48226,AW00029654,This Area Sporting Goods,United States,Illinois,Chicago,60610,Bikes,Mountain Bikes,"Mountain-200 Black, 38",BK-M68B-38,1251.9813,2294.99,0.0,1.0,13.7394,2294.99,1251.9813,1043.0086999999999,1029.2693,0.0,SO48748,1251.9813,2294.99,0.0,1.0,11.3816,2294.99,1251.9813,1043.0086999999999,1031.6271,0.0
SO61202,2008-01-01,David Campbell,United States,Washington,Bellevue,98004,AW00029683,First Department Stores,United States,Wyoming,Cheyenne,82001,Bikes,Mountain Bikes,"Mountain-200 Black, 38",BK-M68B-38,1251.9813,2294.99,0.0,3.0,32.9727,6884.969999999999,3755.9438999999998,3129.0260999999996,3030.1079999999997,0.0,SO48747,1251.9813,2294.99,0.0,4.0,52.378,9179.96,5007.9252,4172.034799999999,3962.5227999999993,0.0
SO61209,2008-01-01,Jillian Carson,United States,Minnesota,Duluth,55802,AW00029647,Casual Bicycle Store,United States,New Hampshire,Nashua,3064,Components,Handlebars,ML Mountain Handlebars,HB-M763,27.4925,61.92,0.0,1.0,35.1756,61.92,27.4925,34.4275,-0.7481000000000009,0.0,SO48770,27.4925,61.92,0.0,3.0,46.7071,185.76,82.47749999999999,103.2825,-36.83879999999999,0.0
SO61209,2008-01-01,Jillian Carson,United States,Minnesota,Duluth,55802,AW00029647,Casual Bicycle Store,United States,New Hampshire,Nashua,3064,Bikes,Mountain Bikes,"Mountain-200 Black, 42",BK-M68B-42,1251.9813,2294.99,0.0,5.0,35.1756,11474.949999999999,6259.906499999999,5215.0435,5039.1655,0.0,SO48770,1251.9813,2294.99,0.0,2.0,46.7071,4589.98,2503.9626,2086.0173999999997,1992.6031999999998,0.0
